Entity,Code,Year,"GDP per capita, PPP (constant 2021 international $)",Continent,yoy_growth,growth_3y,growth_5y,growth_10y,cagr_5y,ma_3y,ma_5y,ma_10y,trend_vs_ma3,trend_vs_ma5,trend_vs_ma10,ma5_slope,volatility_5y,cv_growth_5y,gdp_volatility_5y,risk_adjusted_performance,max_drawdown_5y,in_recession,in_recovery,economic_phase,crisis_year,years_since_recession,world_avg_gdp,continent_avg_gdp,gdp_vs_world,gdp_vs_continent,world_avg_growth,growth_vs_world,world_percentile,continent_percentile,income_classification
East Timor,TLS,2022,5344.137,,-21.695,4.72,24.568,24.339,4.492,6254.661,5611.244,5011.568,-14.558,-4.76,6.636,336.325,20.208,331.398,1094.631,0.302,-38.622,False,False,crisis,True,4,26398.355,,-79.756,,3.104,-24.799,19.811,,Lower Middle Income
East Timor,TLS,2023,4328.508,,-19.005,-34.367,3.332,-0.274,0.658,5499.146,5639.155,5010.38,-21.288,-23.242,-13.609,119.355,23.112,834.803,1050.175,0.12,-36.577,True,False,recession,False,0,26897.137,,-83.907,,2.098,-21.103,18.447,,Lower Middle Income
Ecuador,ECU,1990,9093.611,South America,,,,,,9093.611,9093.611,9093.611,0.0,0.0,0.0,,,,,,,False,False,stable,False,0,16421.927,10700.305,-44.625,-15.015,,,51.759,36.364,Lower Middle Income
Ecuador,ECU,1991,9281.183,South America,2.063,,,,,9187.397,9187.397,9187.397,1.021,1.021,1.021,,,,132.633,,,False,False,stable,False,0,16105.559,11008.329,-42.373,-15.689,-1.126,3.189,51.5,36.364,Lower Middle Income
Ecuador,ECU,1992,9279.938,South America,-0.013,,,,,9218.244,9218.244,9218.244,0.669,0.669,0.669,62.316,1.468,143.274,107.937,0.697,,False,False,stable,False,0,16042.165,11314.282,-42.153,-17.98,-0.726,0.713,51.5,36.364,Lower Middle Income
Ecuador,ECU,1993,9272.89,South America,-0.076,1.971,,,,9278.004,9231.905,9231.905,-0.055,0.444,0.444,22.254,1.217,185.032,92.269,0.54,,False,False,stable,False,0,16063.7,11565.533,-42.274,-19.823,-0.146,0.07,50.0,36.364,Lower Middle Income
Ecuador,ECU,1994,9482.492,South America,2.26,2.169,,,,9345.106,9282.023,9282.023,1.47,2.16,2.16,31.889,1.277,120.61,137.637,0.828,-4.101,False,True,recovery,False,0,16231.993,12075.259,-41.581,-21.472,0.284,1.976,51.244,36.364,Lower Middle Income
Ecuador,ECU,1995,9513.455,South America,0.327,2.516,4.617,,0.907,9422.946,9365.992,9320.595,0.961,1.574,2.069,67.043,1.153,126.416,121.02,0.79,-2.529,False,False,stable,False,0,16509.588,12215.624,-42.376,-22.121,2.393,-2.067,50.99,36.364,Lower Middle Income
Ecuador,ECU,1996,9497.573,South America,-0.167,2.423,2.331,,0.462,9497.84,9409.27,9345.877,-0.003,0.938,1.623,63.623,1.02,218.875,121.799,0.456,-2.529,False,False,stable,False,0,16825.344,12495.995,-43.552,-23.995,2.884,-3.051,50.99,36.364,Lower Middle Income
Ecuador,ECU,1997,9727.282,South America,2.419,2.581,4.821,,0.946,9579.437,9498.738,9393.553,1.543,2.406,3.553,66.373,1.281,134.473,161.029,0.743,-4.671,False,True,recovery,False,0,17646.345,13061.857,-44.877,-25.529,3.924,-1.506,50.49,36.364,Lower Middle Income
Ecuador,ECU,1998,9864.597,South America,1.412,3.691,6.381,,1.245,9696.484,9617.08,9445.891,1.734,2.574,4.433,103.905,1.148,91.85,170.692,1.088,-3.873,False,False,stable,False,0,17930.839,13184.892,-44.985,-25.183,2.035,-0.624,49.51,36.364,Lower Middle Income
Ecuador,ECU,1999,9231.593,South America,-6.417,-2.801,-2.646,,-0.535,9607.824,9566.9,9424.461,-3.916,-3.505,-2.046,34.081,3.463,713.453,242.095,-0.14,-6.417,False,False,crisis,True,0,18258.355,12823.564,-49.439,-28.011,1.717,-8.134,46.569,36.364,Lower Middle Income
Ecuador,ECU,2000,9171.751,South America,-0.648,-5.711,-3.592,0.859,-0.729,9422.647,9498.559,9432.275,-2.663,-3.441,-2.762,-59.26,3.433,504.638,301.817,-0.198,-7.024,False,False,stable,False,0,18926.987,12806.74,-51.541,-28.383,3.219,-3.868,47.087,36.364,Lower Middle Income
Ecuador,ECU,2001,9393.543,South America,2.418,-4.775,-1.095,1.211,-0.22,9265.629,9477.753,9443.511,1.381,-0.889,-0.529,-44.573,3.713,2273.362,305.465,-0.044,-7.024,False,True,recovery,False,0,19190.346,12699.558,-51.051,-26.033,1.772,0.647,47.087,36.364,Lower Middle Income
Ecuador,ECU,2002,9685.621,South America,3.109,4.918,-0.428,4.372,-0.086,9416.972,9469.421,9484.08,2.853,2.283,2.125,-14.569,3.844,15259.298,297.42,-0.007,-7.024,False,False,growth,False,0,19601.423,12477.27,-50.587,-22.374,1.932,1.178,47.343,45.455,Lower Middle Income
Ecuador,ECU,2003,9790.751,South America,1.085,6.749,-0.749,5.585,-0.15,9623.305,9454.652,9535.866,1.74,3.555,2.673,-11.551,3.816,4219.68,273.785,-0.024,-6.322,False,False,stable,False,0,20061.665,12826.038,-51.197,-23.665,2.558,-1.473,47.826,36.364,Lower Middle Income
Ecuador,ECU,2004,10278.0,South America,4.977,9.416,11.335,8.389,2.171,9918.124,9663.933,9615.417,3.628,6.354,6.891,97.256,2.118,96.774,421.006,1.033,-10.763,False,False,growth,False,0,20914.556,13475.263,-50.857,-23.727,4.326,0.65,48.792,45.455,Upper Middle Income
Ecuador,ECU,2005,10647.086,South America,3.591,9.927,16.086,11.916,3.028,10238.612,9959.0,9728.78,3.99,6.909,9.439,252.174,1.438,47.347,499.502,2.111,-11.774,False,False,growth,False,0,21513.315,14040.426,-50.509,-24.168,3.588,0.003,48.792,45.455,Upper Middle Income
Ecuador,ECU,2006,10920.035,South America,2.564,11.534,16.25,14.977,3.057,10615.04,10264.299,9871.026,2.873,6.389,10.627,300.183,1.423,46.434,532.874,2.152,-11.304,False,False,stable,False,0,22702.237,14703.521,-51.899,-25.732,4.234,-1.671,47.115,45.455,Upper Middle Income
Ecuador,ECU,2007,10939.345,South America,0.177,6.435,12.944,12.46,2.464,10835.489,10515.043,9992.232,0.958,4.035,9.478,278.022,1.919,77.403,485.354,1.291,-10.5,False,False,stable,False,0,23408.29,15473.094,-53.267,-29.301,3.908,-3.732,45.673,36.364,Upper Middle Income
Ecuador,ECU,2008,11460.405,South America,4.763,7.639,17.053,16.177,3.199,11106.595,10848.974,10151.813,3.186,5.636,12.89,292.338,1.956,60.839,434.118,1.643,-10.317,False,False,growth,False,0,23609.286,16104.567,-51.458,-28.838,2.303,2.46,44.762,36.364,Upper Middle Income
Ecuador,ECU,2009,11389.495,South America,-0.619,4.299,10.814,23.375,2.075,11263.082,11071.273,10367.603,1.122,2.874,9.857,278.115,2.27,108.368,343.839,0.922,-7.097,False,False,stable,False,0,22804.125,16016.032,-50.055,-28.887,-1.433,0.814,44.55,36.364,Upper Middle Income
Ecuador,ECU,2010,11651.343,South America,2.299,6.509,9.432,27.035,1.819,11500.414,11272.125,10615.562,1.312,3.364,9.757,211.575,2.127,115.782,327.01,0.863,-6.277,False,True,recovery,False,0,23393.014,16969.729,-50.193,-31.34,3.046,-0.747,44.076,27.273,Upper Middle Income
Ecuador,ECU,2011,12433.759,South America,6.715,8.493,13.862,32.365,2.63,11824.866,11574.869,10919.584,5.149,7.42,13.867,251.798,3.079,115.434,546.557,0.866,-12.019,False,False,growth,False,0,23939.923,17784.917,-48.063,-30.088,2.571,4.145,46.226,27.273,Upper Middle Income
Ecuador,ECU,2012,12945.077,South America,4.112,13.658,18.335,33.653,3.424,12343.393,11976.016,11245.53,4.875,8.092,15.113,351.946,2.771,80.208,682.62,1.246,-12.017,False,False,growth,False,0,24092.886,18177.432,-46.27,-28.785,2.044,2.069,45.755,36.364,Upper Middle Income
Ecuador,ECU,2013,13672.307,South America,5.618,17.345,19.3,39.645,3.593,13017.048,12418.396,11633.685,5.034,10.097,17.523,421.763,2.895,79.861,935.004,1.252,-16.697,False,False,growth,False,0,24184.98,18786.91,-43.468,-27.224,1.543,4.074,46.948,27.273,Upper Middle Income
Ecuador,ECU,2014,14047.491,South America,2.744,12.979,23.337,36.675,4.284,13554.958,12949.995,12010.634,3.634,8.475,16.959,486.99,1.873,43.577,959.069,2.294,-17.057,False,False,stable,False,0,24398.764,18956.254,-42.425,-25.895,1.854,0.89,47.418,27.273,Upper Middle Income
Ecuador,ECU,2015,13864.487,South America,-1.303,7.102,18.995,30.219,3.539,13861.428,13392.624,12332.374,0.022,3.523,12.424,487.114,3.115,87.068,679.972,1.148,-11.488,False,False,stable,False,0,24529.067,18941.658,-43.477,-26.804,1.521,-2.824,45.54,27.273,Upper Middle Income
Ecuador,ECU,2016,13569.797,South America,-2.126,-0.75,9.137,24.265,1.764,13827.258,13619.832,12597.351,-1.862,-0.367,7.719,334.918,3.386,187.134,419.315,0.534,-7.848,False,False,stable,False,0,24834.897,18837.366,-45.36,-27.963,1.784,-3.91,43.662,27.273,Upper Middle Income
Ecuador,ECU,2017,14161.705,South America,4.362,0.813,9.398,29.457,1.813,13865.33,13863.157,12919.587,2.138,2.154,9.614,235.267,3.43,184.476,247.788,0.542,-4.18,False,True,recovery,False,0,25301.11,19107.849,-44.027,-25.885,2.099,2.263,43.192,27.273,Upper Middle Income
Ecuador,ECU,2018,14066.176,South America,-0.675,1.455,2.881,22.737,0.57,13932.559,13941.931,13180.164,0.959,0.891,6.722,161.05,2.803,466.628,234.18,0.214,-4.18,False,False,stable,False,0,25773.885,19266.576,-45.425,-26.992,1.983,-2.658,42.254,27.273,Upper Middle Income
Ecuador,ECU,2019,13853.421,South America,-1.513,2.09,-1.382,21.633,-0.278,14027.101,13903.117,13426.556,-1.238,-0.357,3.179,19.98,2.63,1049.202,228.32,-0.095,-4.18,False,False,stable,False,0,26131.821,19239.371,-46.986,-27.994,1.808,-3.32,41.315,27.273,Upper Middle Income
Ecuador,ECU,2020,12425.018,South America,-10.311,-12.263,-10.382,6.64,-2.169,13448.205,13615.223,13503.924,-7.608,-8.742,-7.99,-163.354,5.281,257.305,703.099,-0.389,-12.263,False,False,crisis,True,0,24296.883,18167.267,-48.862,-31.608,-5.789,-4.522,40.845,18.182,Upper Middle Income
Ecuador,ECU,2021,13539.711,South America,8.971,-3.743,-0.222,8.895,-0.044,13272.717,13609.206,13614.519,2.012,-0.511,-0.549,-146.956,7.219,4320.446,703.713,0.023,-12.263,False,True,recovery,False,0,25822.605,19602.648,-47.566,-30.929,4.844,4.128,42.723,18.182,Upper Middle Income
Ecuador,ECU,2022,14263.204,South America,5.343,2.958,0.717,10.182,0.143,13409.311,13629.506,13746.332,6.368,4.649,3.76,7.141,7.373,2028.924,724.784,0.049,-12.888,False,False,growth,False,0,26398.355,21451.956,-45.969,-33.511,3.104,2.239,44.34,18.182,Upper Middle Income
Ecuador,ECU,2023,14472.316,South America,1.466,16.477,2.887,5.851,0.571,14091.744,13710.734,13826.333,2.701,5.555,4.672,50.764,7.36,929.813,804.348,0.108,-14.146,False,False,stable,False,0,26897.137,22640.916,-46.194,-36.079,2.098,-0.632,43.204,18.182,Upper Middle Income
Egypt,EGY,1990,8006.622,Africa,,,,,,8006.622,8006.622,8006.622,0.0,0.0,0.0,,,,,,,False,False,stable,False,0,16421.927,4599.644,-51.244,74.07,,,46.734,83.673,Lower Middle Income
Egypt,EGY,1991,7876.553,Africa,-1.625,,,,,7941.587,7941.587,7941.587,-0.819,-0.819,-0.819,,,,91.973,,,False,False,stable,False,0,16105.559,4578.79,-51.094,72.023,-1.126,-0.498,48.0,84.0,Lower Middle Income
Egypt,EGY,1992,8034.562,Africa,2.006,,,,,7972.579,7972.579,7972.579,0.777,0.777,0.777,-17.021,2.567,1345.638,84.326,0.074,,False,True,recovery,False,0,16042.165,4504.344,-49.916,78.374,-0.726,2.732,48.0,84.0,Lower Middle Income
Egypt,EGY,1993,8079.055,Africa,0.554,0.905,,,,7996.723,7999.198,7999.198,1.03,0.998,0.998,28.805,1.827,586.115,87.034,0.171,,False,False,stable,False,0,16063.7,4422.785,-49.706,82.669,-0.146,0.7,47.0,84.0,Lower Middle Income
Egypt,EGY,1994,8221.047,Africa,1.758,4.374,,,,8111.555,8043.568,8043.568,1.35,2.206,2.206,35.494,1.658,246.27,124.598,0.406,-4.19,False,False,stable,False,0,16231.993,4391.06,-49.353,87.222,0.284,1.473,48.756,86.0,Lower Middle Income
Egypt,EGY,1995,8423.578,Africa,2.464,4.842,5.208,,1.02,8241.227,8126.959,8106.903,2.213,3.65,3.906,63.881,1.644,159.409,206.38,0.627,-6.494,False,False,stable,False,0,16509.588,4456.01,-48.978,89.039,2.393,0.07,48.515,86.0,Lower Middle Income
Egypt,EGY,1996,8662.331,Africa,2.834,7.22,9.976,,1.92,8435.652,8284.115,8186.25,2.687,4.566,5.816,120.273,0.871,45.272,260.193,2.206,-7.247,False,False,stable,False,0,16825.344,4613.259,-48.516,87.77,2.884,-0.049,48.515,86.0,Lower Middle Income
Egypt,EGY,1997,8950.654,Africa,3.328,8.875,11.402,,2.183,8678.854,8467.333,8281.8,3.132,5.708,8.076,170.187,1.078,49.29,348.193,2.027,-9.738,False,False,growth,False,0,17646.345,4835.884,-49.278,85.088,3.924,-0.596,47.549,86.0,Lower Middle Income
Egypt,EGY,1998,9245.479,Africa,3.294,9.757,14.438,,2.734,8952.821,8700.618,8388.876,3.269,6.262,10.211,208.252,0.653,23.856,408.533,4.185,-11.08,False,False,growth,False,0,17930.839,4902.447,-48.438,88.589,2.035,1.259,47.549,86.0,Lower Middle Income
Egypt,EGY,1999,9588.859,Africa,3.714,10.696,16.638,,3.126,9261.664,8974.18,8508.874,3.533,6.849,12.692,253.424,0.484,15.494,461.627,6.441,-12.152,False,False,growth,False,0,18258.355,4941.264,-47.482,94.057,1.717,1.997,47.549,84.0,Lower Middle Income
Egypt,EGY,2000,9981.628,Africa,4.096,11.518,18.496,24.667,3.452,9605.322,9285.79,8706.375,3.918,7.494,14.647,292.586,0.476,13.776,519.298,7.244,-13.217,False,False,growth,False,0,18926.987,5034.814,-47.262,98.252,3.219,0.877,49.029,84.0,Lower Middle Income
Egypt,EGY,2001,10117.333,Africa,1.36,9.43,16.797,28.449,3.154,9895.94,9576.791,8930.453,2.237,5.644,13.29,301.305,1.057,33.474,489.397,2.985,-11.531,False,False,stable,False,0,19190.346,5180.916,-47.279,95.281,1.772,-0.412,49.515,84.0,Upper Middle Income
Egypt,EGY,2002,10143.506,Africa,0.259,5.784,13.327,26.248,2.534,10080.822,9815.361,9141.347,0.622,3.343,10.963,264.785,1.656,65.072,388.13,1.536,-8.853,False,False,stable,False,0,19601.423,5269.126,-48.251,92.508,1.932,-1.673,48.792,84.0,Upper Middle Income
Egypt,EGY,2003,10250.377,Africa,1.054,2.692,10.869,26.876,2.085,10170.405,10016.341,9358.479,0.786,2.337,9.53,219.775,1.705,81.313,257.434,1.229,-6.454,False,False,stable,False,0,20061.665,5386.136,-48.906,90.31,2.558,-1.505,49.275,84.0,Upper Middle Income
Egypt,EGY,2004,10451.821,Africa,1.965,3.306,9.0,27.135,1.738,10281.901,10188.933,9581.557,1.653,2.58,9.083,186.786,1.45,83.026,175.393,1.204,-4.499,False,False,stable,False,0,20914.556,5630.244,-50.026,85.637,4.326,-2.361,49.275,84.0,Upper Middle Income
Egypt,EGY,2005,10700.609,Africa,2.38,5.492,7.203,27.032,1.401,10467.602,10332.729,9809.26,2.226,3.56,9.087,158.194,0.822,58.59,244.183,1.705,-5.451,False,False,stable,False,0,21513.315,5871.69,-50.261,82.241,3.588,-1.207,49.275,84.0,Upper Middle Income
Egypt,EGY,2006,11211.832,Africa,4.778,9.38,10.818,29.432,2.076,10788.087,10551.629,10064.21,3.928,6.257,11.403,181.348,1.714,82.122,425.835,1.217,-9.529,False,False,growth,False,0,22702.237,6080.572,-50.614,84.388,4.234,0.543,48.558,84.0,Upper Middle Income
Egypt,EGY,2007,11782.006,Africa,5.085,12.727,16.153,31.633,3.04,11231.482,10879.329,10347.345,4.902,8.297,13.865,273.3,1.785,58.463,619.61,1.71,-13.0,False,False,growth,False,0,23408.29,6336.346,-49.667,85.943,3.908,1.177,48.558,84.0,Upper Middle Income
Egypt,EGY,2008,12391.585,Africa,5.174,15.803,20.889,34.029,3.867,11795.141,11307.571,10661.956,5.057,9.587,16.222,377.971,1.569,40.477,792.157,2.469,-15.654,False,False,growth,False,0,23609.286,6474.829,-47.514,91.381,2.303,2.871,48.571,84.0,Upper Middle Income
Egypt,EGY,2009,12728.081,Africa,2.716,13.524,21.779,32.738,4.019,12300.557,11762.823,10975.878,3.476,8.206,15.964,441.747,1.363,33.849,830.56,2.952,-15.929,False,False,stable,False,0,22804.125,6378.308,-44.185,99.553,-1.433,4.149,48.815,84.0,Upper Middle Income
Egypt,EGY,2010,13128.988,Africa,3.15,11.433,22.694,31.532,4.175,12749.551,12248.498,11290.614,2.976,7.189,16.282,470.464,1.159,27.718,761.254,3.605,-14.602,False,False,growth,False,0,23393.014,6454.115,-43.876,103.42,3.046,0.103,48.815,84.0,Upper Middle Income
Egypt,EGY,2011,13082.427,Africa,-0.355,5.575,16.684,29.307,3.134,12979.832,12622.617,11587.123,0.79,3.643,12.905,429.897,2.254,71.449,556.543,1.399,-10.26,False,False,stable,False,0,23939.923,6418.481,-45.353,103.824,2.571,-2.925,48.113,86.0,Upper Middle Income
Egypt,EGY,2012,13076.806,Africa,-0.043,2.74,10.99,28.918,2.107,13096.074,12881.577,11880.453,-0.147,1.516,10.07,316.54,2.321,109.041,317.538,0.917,-5.617,False,False,stable,False,0,24092.886,6761.483,-45.723,93.401,2.044,-2.087,46.226,84.0,Upper Middle Income
Egypt,EGY,2013,13058.075,Africa,-0.143,-0.54,5.379,27.391,1.053,13072.436,13014.875,12161.223,-0.11,0.332,7.375,196.129,1.716,161.107,162.433,0.62,-3.054,False,False,stable,False,0,24184.98,6682.754,-46.008,95.4,1.543,-1.687,44.601,84.314,Upper Middle Income
Egypt,EGY,2014,13136.365,Africa,0.6,0.412,3.208,25.685,0.633,13090.415,13096.532,12429.677,0.351,0.304,5.685,107.477,1.447,225.423,34.304,0.443,-0.596,False,False,stable,False,0,24398.764,6698.214,-46.16,96.117,1.854,-1.254,44.601,86.275,Upper Middle Income
Egypt,EGY,2015,13425.912,Africa,2.204,2.67,2.262,25.469,0.448,13206.784,13155.917,12702.208,1.659,2.052,5.697,70.521,1.042,230.206,153.714,0.434,-2.74,False,False,stable,False,0,24529.067,6667.517,-45.265,101.363,1.521,0.683,44.601,86.275,Upper Middle Income
Egypt,EGY,2016,13727.32,Africa,2.245,5.125,4.929,22.436,0.967,13429.866,13284.896,12953.756,2.215,3.33,5.972,94.182,1.178,121.138,288.286,0.825,-4.875,False,False,stable,False,0,24834.897,6691.153,-44.726,105.156,1.784,0.461,44.131,86.275,Upper Middle Income
Egypt,EGY,2017,14018.36,Africa,2.12,6.714,7.2,18.981,1.4,13723.864,13473.206,13177.392,2.146,4.046,6.382,158.645,1.107,78.78,403.051,1.268,-6.85,False,False,stable,False,0,25301.11,6803.861,-44.594,106.035,2.099,0.021,42.254,84.314,Upper Middle Income
Egypt,EGY,2018,14488.209,Africa,3.352,7.912,10.952,16.92,2.1,14077.963,13759.233,13387.054,2.914,5.298,8.226,237.169,0.981,46.628,524.08,2.142,-9.331,False,False,growth,False,0,25773.885,6866.433,-43.787,111.001,1.983,1.369,43.192,84.314,Upper Middle Income
Egypt,EGY,2019,15026.568,Africa,3.716,9.465,14.389,18.058,2.725,14511.046,14137.274,13616.903,3.553,6.29,10.352,332.034,0.749,27.45,632.898,3.638,-10.652,False,False,growth,False,0,26131.821,6884.267,-42.497,118.274,1.808,1.908,45.07,88.235,Upper Middle Income
Egypt,EGY,2020,15309.236,Africa,1.881,9.208,14.028,16.606,2.66,14941.338,14513.939,13834.928,2.462,5.48,10.656,377.353,0.816,30.645,663.384,3.259,-10.333,False,False,stable,False,0,24296.883,6341.948,-36.991,141.396,-5.789,7.67,49.296,90.196,Upper Middle Income
Egypt,EGY,2021,15579.016,Africa,1.762,7.529,13.489,19.084,2.563,15304.94,14884.278,14084.587,1.791,4.668,10.61,373.502,0.902,35.143,630.512,2.842,-10.018,False,False,stable,False,0,25822.605,6522.318,-39.669,138.857,4.844,-3.081,46.948,90.196,Upper Middle Income
Egypt,EGY,2022,16360.391,Africa,5.016,8.876,16.707,25.11,3.138,15749.548,15352.684,14412.945,3.878,6.564,13.512,419.373,1.358,43.177,693.227,2.314,-11.443,False,False,growth,False,0,26398.355,6619.55,-38.025,147.153,3.104,1.911,48.113,90.196,Upper Middle Income
Egypt,EGY,2023,16691.133,Africa,2.022,9.027,15.205,27.822,2.871,16210.18,15793.269,14776.251,2.967,5.685,12.959,454.496,1.436,49.859,706.366,2.004,-9.973,False,False,stable,False,0,26897.137,6735.96,-37.945,147.791,2.098,-0.077,48.058,92.157,Upper Middle Income
El Salvador,SLV,1990,5976.018,North America,,,,,,5976.018,5976.018,5976.018,0.0,0.0,0.0,,,,,,,False,False,stable,False,0,16421.927,14352.711,-63.61,-58.363,,,40.201,18.182,Lower Middle Income
El Salvador,SLV,1991,5960.059,North America,-0.267,,,,,5968.038,5968.038,5968.038,-0.134,-0.134,-0.134,,,,11.284,,,False,False,stable,False,0,16105.559,14251.955,-62.994,-58.181,-1.126,0.859,40.5,18.182,Lower Middle Income
El Salvador,SLV,1992,6275.188,North America,5.287,,,,,6070.421,6070.421,6070.421,3.373,3.373,3.373,47.202,3.928,156.467,177.512,0.639,,False,True,recovery,False,0,16042.165,14472.538,-60.883,-56.641,-0.726,6.013,43.0,18.182,Lower Middle Income
El Salvador,SLV,1993,6553.072,North America,4.428,9.656,,,,6262.773,6191.084,6191.084,4.635,5.847,5.847,111.523,2.99,94.93,281.505,1.053,,False,False,growth,False,0,16063.7,14706.913,-59.206,-55.442,-0.146,4.574,44.0,18.182,Lower Middle Income
El Salvador,SLV,1994,6795.506,North America,3.7,14.017,,,,6541.255,6311.968,6311.968,3.887,7.661,7.661,120.774,2.457,74.737,364.004,1.337,-12.294,False,False,growth,False,0,16231.993,14966.509,-58.135,-54.595,0.284,3.415,44.279,18.182,Lower Middle Income
El Salvador,SLV,1995,7057.92,North America,3.862,12.473,18.104,,3.384,6802.166,6528.349,6436.294,3.76,8.112,9.658,168.632,2.143,62.993,429.963,1.587,-15.555,False,False,growth,False,0,16509.588,15109.049,-57.25,-53.287,2.393,1.468,43.069,18.182,Lower Middle Income
El Salvador,SLV,1996,7062.3,North America,0.062,7.771,18.494,,3.452,6971.909,6748.797,6525.723,1.297,4.645,8.222,218.414,2.003,57.748,338.614,1.731,-11.145,False,False,stable,False,0,16825.344,15402.547,-58.026,-54.148,2.884,-2.822,43.069,18.182,Lower Middle Income
El Salvador,SLV,1997,7234.944,North America,2.445,6.467,15.294,,2.887,7118.388,6940.749,6614.376,1.637,4.239,9.382,206.2,1.744,60.141,267.602,1.662,-9.425,False,False,stable,False,0,17646.345,15858.264,-59.0,-54.377,3.924,-1.48,41.667,18.182,Lower Middle Income
El Salvador,SLV,1998,7381.115,North America,2.02,4.579,12.636,,2.408,7226.12,7106.357,6699.569,2.145,3.866,10.173,178.78,1.536,63.528,219.626,1.573,-7.934,False,False,stable,False,0,17930.839,16397.815,-58.836,-54.987,2.035,-0.015,41.667,18.182,Lower Middle Income
El Salvador,SLV,1999,7498.467,North America,1.59,6.176,10.345,,1.988,7371.509,7246.949,6779.459,1.722,3.471,10.606,153.1,1.377,69.011,194.443,1.448,-5.875,False,False,stable,False,0,18258.355,16910.107,-58.931,-55.657,1.717,-0.127,41.667,18.182,Lower Middle Income
El Salvador,SLV,2000,7545.448,North America,0.627,4.292,6.908,26.262,1.345,7475.01,7344.455,6936.402,0.942,2.737,8.78,119.049,0.986,73.094,198.158,1.367,-6.403,False,False,stable,False,0,18926.987,17490.266,-60.134,-56.859,3.219,-2.593,40.777,18.182,Lower Middle Income
El Salvador,SLV,2001,7580.323,North America,0.462,2.699,7.335,27.185,1.426,7541.413,7448.059,7098.428,0.516,1.776,6.789,100.555,0.864,60.47,140.907,1.652,-4.556,False,False,stable,False,0,19190.346,17470.084,-60.499,-56.61,1.772,-1.309,41.262,18.182,Lower Middle Income
El Salvador,SLV,2002,7675.671,North America,1.258,2.363,6.092,22.318,1.19,7600.481,7536.205,7238.477,0.989,1.851,6.04,95.875,0.652,54.739,108.351,1.824,-3.838,False,False,stable,False,0,19601.423,17692.036,-60.841,-56.615,1.932,-0.674,41.063,18.182,Lower Middle Income
El Salvador,SLV,2003,7780.272,North America,1.363,3.112,5.408,18.727,1.059,7678.755,7616.036,7361.197,1.322,2.156,5.693,83.988,0.489,46.148,112.484,2.163,-3.622,False,False,stable,False,0,20061.665,18115.302,-61.218,-57.051,2.558,-1.195,41.546,18.182,Lower Middle Income
El Salvador,SLV,2004,7841.532,North America,0.787,3.446,4.575,15.393,0.899,7765.825,7684.649,7465.799,0.975,2.042,5.033,74.222,0.394,43.823,126.587,2.276,-3.776,False,False,stable,False,0,20914.556,18617.491,-62.507,-57.881,4.326,-3.539,41.063,18.182,Lower Middle Income
El Salvador,SLV,2005,8050.535,North America,2.665,4.884,6.694,14.064,1.304,7890.78,7785.667,7565.061,2.025,3.402,6.417,84.815,0.842,64.399,178.585,1.551,-5.841,False,False,stable,False,0,21513.315,19297.735,-62.579,-58.282,3.588,-0.922,39.13,18.182,Lower Middle Income
El Salvador,SLV,2006,8404.247,North America,4.394,8.02,10.869,19.002,2.085,8098.771,7950.451,7699.255,3.772,5.708,9.157,132.901,1.463,69.864,288.217,1.43,-8.669,False,False,growth,False,0,22702.237,20130.086,-62.981,-58.25,4.234,0.159,38.462,18.182,Lower Middle Income
El Salvador,SLV,2007,8548.835,North America,1.72,9.02,11.376,18.16,2.178,8334.539,8125.084,7830.644,2.571,5.215,9.172,169.709,1.41,64.511,339.982,1.549,-8.99,False,False,stable,False,0,23408.29,20726.596,-63.479,-58.754,3.908,-2.188,37.981,18.182,Lower Middle Income
El Salvador,SLV,2008,8704.806,North America,1.824,8.127,11.883,17.933,2.271,8552.629,8309.991,7963.014,1.779,4.751,9.315,179.77,1.357,59.558,356.574,1.678,-9.917,False,False,stable,False,0,23609.286,20986.198,-63.13,-58.521,2.303,-0.479,37.619,18.182,Lower Middle Income
El Salvador,SLV,2009,8494.498,North America,-2.416,1.074,8.327,13.283,1.613,8582.713,8440.584,8062.617,-1.028,0.639,5.357,157.75,2.506,153.048,243.873,0.653,-7.516,False,False,stable,False,0,22804.125,20080.42,-62.75,-57.698,-1.433,-0.983,36.019,18.182,Lower Middle Income
El Salvador,SLV,2010,8648.93,North America,1.818,1.171,7.433,14.624,1.444,8616.078,8560.263,8172.965,0.381,1.036,5.824,125.136,2.447,166.701,119.949,0.6,-3.453,False,False,stable,False,0,23393.014,20200.294,-63.028,-57.184,3.046,-1.228,35.071,18.182,Lower Middle Income
El Salvador,SLV,2011,8943.062,North America,3.401,2.737,6.411,17.977,1.251,8695.497,8668.026,8309.239,2.847,3.173,7.628,113.721,2.176,171.39,174.414,0.583,-5.016,False,False,growth,False,0,23939.923,20451.964,-62.644,-56.273,2.571,0.83,34.906,18.182,Lower Middle Income
El Salvador,SLV,2012,9165.42,North America,2.486,7.898,7.213,19.409,1.403,8919.137,8791.343,8458.214,2.761,4.255,8.361,115.54,2.242,157.55,264.026,0.634,-7.32,False,False,stable,False,0,24092.886,20827.859,-61.958,-55.994,2.044,0.443,34.906,18.182,Lower Middle Income
